gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2580322266	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/40269222	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica		RU		Primor'ye	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	46.653421	135.844293	26967.0						2020-03-02T15:19:00	2	3	2020	5219420	5219416	HUMAN_OBSERVATION	iNaturalist	Observations	40269222		Prineet Anand	2020-03-20T00:59:39	CC_BY_NC_4_0	alekseyfaraway	alekseyfaraway			2021-03-03T12:49:48.455Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2570365755	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NMR999000003208	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica  Temminck, 1844			locality not ascertained		PRESENT	1	3ead5cf3-2840-482e-bbd9-76380825be63													5219420	5219416	PRESERVED_SPECIMEN	NMR	NMR Collection	NMR999000003208		G.Th. de Vries		CC_BY_4_0	Natural History Museum Rotterdam				2021-02-16T16:08:02.342Z		
2570364410	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NMR999000003211	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica  Temminck, 1844			locality not ascertained		PRESENT	1	3ead5cf3-2840-482e-bbd9-76380825be63													5219420	5219416	PRESERVED_SPECIMEN	NMR	NMR Collection	NMR999000003211		G.Th. de Vries		CC_BY_4_0	Natural History Museum Rotterdam				2021-02-16T16:07:52.199Z		
2570364370	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NMR999000003207	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica  Temminck, 1844			locality not ascertained		PRESENT	1	3ead5cf3-2840-482e-bbd9-76380825be63													5219420	5219416	PRESERVED_SPECIMEN	NMR	NMR Collection	NMR999000003207		G.Th. de Vries		CC_BY_4_0	Natural History Museum Rotterdam				2021-02-16T16:08:02.351Z		
2570360933	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NMR999000001216	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica  Temminck, 1844			locality not ascertained		PRESENT	1	3ead5cf3-2840-482e-bbd9-76380825be63													5219420	5219416	PRESERVED_SPECIMEN	NMR	NMR Collection	NMR999000001216				CC_BY_4_0	Natural History Museum Rotterdam				2021-02-16T16:07:52.627Z		
2432559901	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.60134	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844				PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862													5219420	5219416	PRESERVED_SPECIMEN		Mammalia	RMNH.MAM.60134				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:51.692Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432550710	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.19925	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844		Leipzig		PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862													5219420	5219416	PRESERVED_SPECIMEN		Mammalia	RMNH.MAM.19925				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:49.271Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432543197	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.29443	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844				PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862													5219420	5219416	PRESERVED_SPECIMEN		Mammalia	ZMA.MAM.29443				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:52.692Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432543064	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.22996	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844				PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862									1986-07-31T00:00:00	31	7	1986	5219420	5219416	PRESERVED_SPECIMEN		Mammalia	ZMA.MAM.22996				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:49.708Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432521190	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.45108	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844		omgeving Wladivostok	N.O. Azie	PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862													5219420	5219416	PRESERVED_SPECIMEN		Mammalia	RMNH.MAM.45108				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:48.731Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432516164	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.25267	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844		ex captivity		PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862													5219420	5219416	PRESERVED_SPECIMEN		Mammalia	ZMA.MAM.25267				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:48.752Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432514220	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.30077	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844				PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862													5219420	5219416	PRESERVED_SPECIMEN		Mammalia	ZMA.MAM.30077				CC0_1_0	Naturalis Biodiversity Center				2021-02-27T00:11:51.196Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2432512082	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.24218	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844	Temminck, 1844				PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862									1965-08-29T00:00:00	29	8	1965	5219420	5219416	PRESERVED_SPECIMEN		Mammalia	ZMA.MAM.24218				CC0_1_0	Naturalis Biodiversity Center	Mazak V.			2021-02-27T00:11:52.762Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE
2309501945	ad43e954-dd79-4986-ae34-9ccdbd8bf568	FM179471	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica		IN	India:Himalaya,		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	29.24	79.28							2004-10-12T00:00:00	12	10	2004	5219420	5219416	MATERIAL_SAMPLE							CC_BY_4_0		Nagappa K			2020-12-15T22:26:02.510Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1883747127	41fc5c40-5e81-496f-9733-6b5681b3b7a5	b43eaca6-5f02-4015-be40-b12672ec19fc	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica		ZZ			PRESENT		7b8aff00-a9f8-11d8-944b-b8a03c50a862									1973-05-16T00:00:00	16	5	1973	5219420	5219416	PRESERVED_SPECIMEN	FMNH	Mammals	60126				CC0_1_0	The Field Museum of Natural History				2021-01-22T17:15:54.643Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1883746775	41fc5c40-5e81-496f-9733-6b5681b3b7a5	94afe942-a313-4788-82a4-e0c4dd01549f	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica		ZZ			PRESENT		7b8aff00-a9f8-11d8-944b-b8a03c50a862									1944-10-01T00:00:00		10	1944	5219420	5219416	PRESERVED_SPECIMEN	FMNH	Mammals	53987				CC0_1_0	The Field Museum of Natural History				2021-01-22T17:15:54.963Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1883745506	41fc5c40-5e81-496f-9733-6b5681b3b7a5	24e67258-4983-4083-9ddc-ce562738ea92	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica		ZZ			PRESENT		7b8aff00-a9f8-11d8-944b-b8a03c50a862									1944-10-01T00:00:00		10	1944	5219420	5219416	PRESERVED_SPECIMEN	FMNH	Mammals	53988				CC0_1_0	The Field Museum of Natural History				2021-01-22T17:15:56.058Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
1851312622	7b9e97de-f762-11e1-a439-00145eb45e9a	http://id.snsb.info/snsb/collection/180720/213716/154909	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844		DE	Deutschland [Tiergarten]		PRESENT		0674aea0-a7e1-11d8-9534-b8a03c50a862									1980-01-01T00:00:00			1980	5219420	5219416	PRESERVED_SPECIMEN	SNSB-SAPM	SAPMmammaliacoll	SAPM-MA-02791 / 213716 / 154909				CC_BY_4_0					2021-01-25T14:06:44.160Z		INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
1851312619	7b9e97de-f762-11e1-a439-00145eb45e9a	http://id.snsb.info/snsb/collection/180722/213718/154911	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	altaica	SUBSPECIES	Panthera tigris altaica Temminck, 1844	Panthera tigris altaica Temminck, 1844		DE	Deutschland [Tiergarten]		PRESENT		0674aea0-a7e1-11d8-9534-b8a03c50a862									1985-01-01T00:00:00			1985	5219420	5219416	PRESERVED_SPECIMEN	SNSB-SAPM	SAPMmammaliacoll	SAPM-MA-02793 / 213718 / 154911				CC_BY_4_0					2021-01-25T14:06:44.154Z		INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
